nodes,techs,timesteps,source_use
NLD,ccgt,2019-01-16 10:00:00,15327.934671346316
NLD,ccgt,2019-01-16 11:00:00,14242.345444876017
NLD,ccgt,2019-01-16 12:00:00,14428.450365407842
NLD,ccgt,2019-01-16 13:00:00,15096.10132016579
NLD,ccgt,2019-01-16 14:00:00,15725.981407117906
NLD,ccgt,2019-01-16 15:00:00,16276.821493949043
NLD,ccgt,2019-01-16 16:00:00,17177.711364926574
NLD,ccgt,2019-01-16 17:00:00,15650.181418928161
NLD,ccgt,2019-01-16 18:00:00,14603.0454881346
NLD,ccgt,2019-01-16 19:00:00,14055.791403697629
NLD,ccgt,2019-01-16 20:00:00,14607.549710356938
NLD,ccgt,2019-01-16 21:00:00,15259.461031019187
NLD,ccgt,2019-01-16 22:00:00,15429.132984069396
NLD,ccgt,2019-01-16 23:00:00,14523.32096794637
NLD,ccgt,2019-01-17 00:00:00,13537.840498124897
NLD,ccgt,2019-01-17 01:00:00,12523.521782896141
NLD,ccgt,2019-01-17 02:00:00,11516.785882936565
NLD,ccgt,2019-01-17 03:00:00,11007.450732488058
NLD,ccgt,2019-01-17 04:00:00,11563.65395045273
NLD,ccgt,2019-01-17 05:00:00,14140.212083962233
NLD,ccgt,2019-01-17 06:00:00,17940.563399977586
NLD,ccgt,2019-01-17 07:00:00,20987.732653970874
NLD,ccgt,2019-01-17 08:00:00,21627.277364962447
NLD,ccgt,2019-01-17 09:00:00,20523.317086819432
NLD,ccgt,2019-01-17 10:00:00,17640.207153948955
NLD,ccgt,2019-01-17 11:00:00,14571.146845267029
NLD,ccgt,2019-01-17 12:00:00,13789.46674004366
NLD,ccgt,2019-01-17 13:00:00,14578.436319237757
NLD,ccgt,2019-01-17 14:00:00,17149.947806588207
NLD,ccgt,2019-01-17 15:00:00,19351.465292993482
NLD,ccgt,2019-01-17 16:00:00,20318.55457248296
NLD,ccgt,2019-01-17 17:00:00,19209.132652377677
NLD,ccgt,2019-01-17 18:00:00,18489.349705892568
NLD,ccgt,2019-01-17 19:00:00,16684.44110535315
NLD,ccgt,2019-01-17 20:00:00,15231.610079857157
NLD,ccgt,2019-01-17 21:00:00,14553.373509668207
NLD,ccgt,2019-01-17 22:00:00,14737.276334678689
NLD,ccgt,2019-01-17 23:00:00,15607.327659041905
NLD,ccgt,2019-01-18 00:00:00,17012.602510802855
NLD,ccgt,2019-01-18 01:00:00,18331.3320925241
NLD,ccgt,2019-01-18 02:00:00,19545.596398881487
NLD,ccgt,2019-01-18 03:00:00,20434.027348836233
NLD,ccgt,2019-01-18 04:00:00,21453.15208627882
NLD,ccgt,2019-01-18 05:00:00,23721.092474645615
NLD,ccgt,2019-01-18 06:00:00,26814.60118695406
NLD,ccgt,2019-01-18 07:00:00,28109.786495705
NLD,ccgt,2019-01-18 08:00:00,22653.620299269383
NLD,ccgt,2019-01-18 09:00:00,17988.89407047318
NLD,ccgt,2019-01-18 10:00:00,14774.013041161823
NLD,ccgt,2019-01-18 11:00:00,13176.418243239057
NLD,ccgt,2019-01-18 12:00:00,14453.584945544431
NLD,ccgt,2019-01-18 13:00:00,18081.9154615674
NLD,ccgt,2019-01-18 14:00:00,22949.91184941559
NLD,ccgt,2019-01-18 15:00:00,26239.93784204345
NLD,ccgt,2019-01-18 16:00:00,27440.959645036568
NLD,ccgt,2019-01-18 17:00:00,26272.01592955995
